2.4888,0.26549,1.5737,0.32357,1.0665
2.4396,0.26549,1.5377,0.26338,1.0495
2.3413,0.25193,1.5352,0.23528,1.0001
2.1348,0.30979,-0.61369,0.26232,0.99459
2.0463,0.31973,-0.61369,0.19233,0.97537
1.948,0.30979,-0.61369,0.17165,0.93077
1.8496,0.30979,-0.61369,0.12552,0.89745
1.8496,0.31973,-0.61369,0.10643,0.90841
1.7415,0.31973,-0.61369,0.060301,0.87188
1.6431,0.2908,-0.61369,0.022123,0.80739
1.5546,0.28176,-0.61369,-0.036734,0.76822
1.5054,0.27363,-0.61369,-0.063776,0.74321
1.5546,0.26549,-0.61369,-0.084456,0.75062
1.4563,0.26549,-0.61369,-0.10195,0.7183
1.4071,0.25645,-0.61369,-0.14172,0.69252
1.3039,0.24741,-0.61369,-0.15604,0.6493
1.2498,0.24741,-0.61369,-0.17513,0.63182
1.1514,0.24741,-0.61369,-0.21808,0.60016
1.1514,0.24741,-0.61369,-0.22444,0.60016
1.1072,0.22933,-0.61369,-0.24035,0.56695
1.0629,0.20945,-0.61369,-0.24989,0.53199
1.0629,0.19137,-0.61369,-0.28966,0.51303
1.0629,0.1751,-0.61369,-0.28171,0.49596
0.9646,0.14798,-0.61369,-0.28966,0.43683
0.9646,0.13894,-0.61369,-0.29443,0.42741
0.9646,0.11905,-0.61369,-0.3167,0.40669
0.9646,0.10097,-0.61369,-0.33897,0.38785
0.86626,0.066621,-0.61369,-0.32466,0.32206
0.86626,0.048541,-0.61369,-0.32784,0.30334
0.86626,0.035283,-0.61369,-0.36124,0.28961
0.86626,0.028654,-0.61369,-0.36761,0.28275
0.86626,0.010575,-0.61369,-0.37079,0.26403
0.75809,-0.0056963,-0.61369,-0.37397,0.21488
0.81218,0.0024394,-0.61369,-0.37715,0.2394
0.75809,-0.0056963,-0.61369,-0.37715,0.21488
0.75809,-0.0056963,-0.61369,-0.3851,0.21488
0.75809,-0.0056963,-0.61369,-0.41215,0.21488
0.69253,-0.0056963,-0.61369,-0.40154,0.1954
0.65976,-0.0056963,-0.61369,-0.4209,0.18568
0.65976,-0.0056963,-0.61369,-0.41692,0.18568
0.57125,-0.023775,-0.61369,-0.4376,0.14117
0.65976,-0.0056963,-0.61369,-0.41851,0.18568
0.57125,-0.023775,-0.61369,-0.4376,0.14117
0.57125,-0.023775,-0.61369,-0.42646,0.14117
0.57125,-0.041855,-0.61369,-0.4429,0.1228
0.57125,-0.061742,-0.61369,-0.43442,0.10259
0.57125,-0.061742,-0.61369,-0.44714,0.10259
0.57125,-0.066262,-0.61369,-0.44794,0.098
0.57125,-0.061742,-0.61369,-0.46729,0.10259
0.57125,-0.079821,-0.61369,-0.46623,0.084224
0.57125,-0.096092,-0.61369,-0.47896,0.067694
0.65976,-0.096092,-0.61369,-0.47896,0.093322
0.65976,-0.096092,-0.61369,-0.47896,0.093322
0.65976,-0.087957,-0.61369,-0.4885,0.10163
0.57125,-0.096092,-0.61369,-0.48373,0.067694
0.53847,-0.067768,-0.61369,-0.49699,0.08695
0.47292,-0.061742,-0.61369,-0.48532,0.074047
0.47292,-0.041855,-0.61369,-0.50123,0.094127
0.47292,-0.061742,-0.61369,-0.49168,0.074047
0.52208,-0.079821,-0.61369,-0.50441,0.069989
0.57125,-0.096092,-0.61369,-0.49486,0.067694
0.57125,-0.11417,-0.61369,-0.53781,0.049328
0.57125,-0.13225,-0.61369,-0.53463,0.030962
0.47292,-0.11417,-0.61369,-0.52509,0.021113
0.47292,-0.11417,-0.61369,-0.53198,0.021113
0.37458,-0.13225,-0.61369,-0.5235,-0.025087
0.37458,-0.12321,-0.61369,-0.52191,-0.016018
0.37458,-0.13225,-0.61369,-0.53145,-0.025087
0.37458,-0.15214,-0.61369,-0.52032,-0.045038
0.47292,-0.15214,-0.61369,-0.52668,-0.017214
0.47292,-0.15214,-0.61369,-0.54418,-0.017214
0.44014,-0.15816,-0.61369,-0.53834,-0.032576
0.37458,-0.16118,-0.61369,-0.51554,-0.054107
0.37458,-0.15214,-0.61369,-0.53304,-0.045038
0.26641,-0.15214,-0.61369,-0.55849,-0.07547
0.30247,-0.17022,-0.61369,-0.51926,-0.0834
0.37458,-0.20457,-0.61369,-0.54259,-0.097631
0.37458,-0.21361,-0.61369,-0.51873,-0.1067
0.37458,-0.23259,-0.61369,-0.51873,-0.12574
0.37458,-0.24253,-0.61369,-0.51236,-0.13571
0.32049,-0.24253,-0.61369,-0.52986,-0.15064
0.26641,-0.26061,-0.61369,-0.51713,-0.18353
0.23363,-0.28291,-0.61369,-0.51607,-0.21466
0.26641,-0.2814,-0.61369,-0.50679,-0.20424
0.26641,-0.31304,-0.61369,-0.51395,-0.23575
0.37458,-0.34498,-0.61369,-0.51501,-0.23845
0.33852,-0.35101,-0.61369,-0.52244,-0.2542
0.26641,-0.37933,-0.61369,-0.52456,-0.30176
0.26641,-0.38536,-0.61369,-0.49486,-0.30776
0.26641,-0.40344,-0.61369,-0.51077,-0.32577
0.26641,-0.40344,-0.61369,-0.51554,-0.32577
0.26641,-0.40344,-0.61369,-0.52191,-0.32577
0.26641,-0.41338,-0.61369,-0.50441,-0.33567
0.26641,-0.42333,-0.61369,-0.49646,-0.34557
0.26641,-0.44141,-0.61369,-0.50441,-0.36357
0.26641,-0.45768,-0.61369,-0.4885,-0.37976
0.26641,-0.47576,-0.61369,-0.49168,-0.39776
0.26641,-0.47576,-0.61369,-0.49168,-0.39776
0.26641,-0.47576,-0.61369,-0.49168,-0.39776
0.26641,-0.49384,-0.61369,-0.49168,-0.41576
0.16807,-0.51372,-0.61369,-0.50335,-0.46083
0.16807,-0.51372,-0.61369,-0.48373,-0.46083
0.07957,-0.5318,-0.61369,-0.49168,-0.50124
0.07957,-0.54807,-0.61369,-0.47578,-0.51724
0.07957,-0.54807,-0.61369,-0.47259,-0.51724
0.07957,-0.54807,-0.61369,-0.47418,-0.51724
0.07957,-0.58423,-0.61369,-0.48214,-0.5528
0.07957,-0.58423,-0.61369,-0.48691,-0.5528
0.07957,-0.60412,-0.61369,-0.47418,-0.57236
0.1017,-0.57971,1.5377,-0.43283,-0.5428
0.33852,-0.41007,1.5069,-0.22444,-0.31327
0.39916,-0.36321,1.4658,-0.088433,-0.25011
0.47292,-0.35101,1.5377,0.020532,-0.21791
0.63025,-0.33896,1.5617,0.10961,-0.1628
0.70892,-0.31304,1.5737,0.21906,-0.11464
0.65976,-0.27688,1.6096,0.27425,-0.091327
0.70892,-0.26061,1.6096,0.36572,-0.060943
0.72531,-0.26061,1.5891,0.43306,-0.056345
0.86626,-0.24253,1.7346,0.55926,0.0020764
0.91543,-0.21948,1.806,0.6433,0.039985
1.176,-0.14717,1.9395,0.81749,0.19145
1.2768,-0.061742,1.9228,0.99486,0.31202
1.4235,0.029257,1.9348,1.168,0.45416
1.4563,0.016451,1.8715,1.2454,0.45061
1.4563,0.053965,1.7431,1.2889,0.49092
1.4317,0.0847,1.6982,1.3265,0.5162
1.4563,0.1430
